ts_code,name,area,fullname,enname,cnspell,market,list_date
002681.SZ,奋达科技,深圳,深圳市奋达科技股份有限公司,"Shenzhen Fenda Technology Co., Ltd.",fdkj,中小板,20120605
002682.SZ,龙洲股份,福建,龙洲集团股份有限公司,"Longzhou Group Co.,Ltd.",lzgf,中小板,20120612
002683.SZ,广东宏大,广东,广东宏大控股集团股份有限公司,"Guangdong Hongda Holdings Group Co., Ltd.",gdhd,中小板,20120612
002684.SZ,*ST猛狮,河南,猛狮新能源科技(河南)股份有限公司,"Dynavolt Renewable Energy Technology (Henan) Co., Ltd.",stms,中小板,20120612
002685.SZ,华东重机,江苏,无锡华东重型机械股份有限公司,"Wuxi Huadong Heavy Machinery Co., Ltd.",hdzj,中小板,20120612
002686.SZ,亿利达,浙江,浙江亿利达风机股份有限公司,"Zhejiang Yilida Ventilator Co.,Ltd.",yld,中小板,20120703
002687.SZ,乔治白,浙江,浙江乔治白服饰股份有限公司,"Zhejiang Giuseppe Garment Co., Ltd",qzb,中小板,20120713
002688.SZ,金河生物,内蒙,金河生物科技股份有限公司,"Jinhe Biotechnology CO.,LTD.",jhsw,中小板,20120713
002689.SZ,远大智能,辽宁,沈阳远大智能工业集团股份有限公司,"Shenyang Yuanda Intellectual Industry Group Co.,Ltd",ydzn,中小板,20120717
002690.SZ,美亚光电,安徽,合肥美亚光电技术股份有限公司,Hefei Meyer Optoelectronic Technology Inc.,mygd,中小板,20120731
002691.SZ,冀凯股份,河北,冀凯装备制造股份有限公司,"Jikai Equipment Manufacturing Co., Ltd.",jkgf,中小板,20120731
002692.SZ,ST远程,江苏,远程电缆股份有限公司,"Yuan Cheng Cable Co.,Ltd.",styc,中小板,20120808
002693.SZ,双成药业,海南,海南双成药业股份有限公司,"Hainan Shuangcheng Pharmaceuticals Co., Ltd.",scyy,中小板,20120808
002694.SZ,顾地科技,湖北,顾地科技股份有限公司,"Goody Science & Technology Co.,Ltd.",gdkj,中小板,20120816
002695.SZ,煌上煌,江西,江西煌上煌集团食品股份有限公司,"Jiangxi Huangshanghuang Group Food Co., Ltd.",hsh,中小板,20120905
002696.SZ,百洋股份,广西,百洋产业投资集团股份有限公司,"Baiyang Investment Group,Inc.",bygf,中小板,20120905
002697.SZ,红旗连锁,四川,成都红旗连锁股份有限公司,"Chengdu Hongqi Chain Co., Ltd.",hqls,中小板,20120905
002698.SZ,博实股份,黑龙江,哈尔滨博实自动化股份有限公司,"Harbin Boshi Automation Co., Ltd.",bsgf,中小板,20120911
002699.SZ,美盛文化,浙江,美盛文化创意股份有限公司,"Meisheng Cultural & Creative Corp, Ltd.",mswh,中小板,20120911
002700.SZ,ST浩源,新疆,新疆浩源天然气股份有限公司,"Xinjiang Haoyuan Natural Gas Co.,Ltd.",sthy,中小板,20120921
002701.SZ,奥瑞金,北京,奥瑞金科技股份有限公司,"ORG Technology Co.,Ltd.",arj,中小板,20121011
002702.SZ,海欣食品,福建,海欣食品股份有限公司,"Haixin Foods Co.,Ltd.",hxsp,中小板,20121011
002703.SZ,浙江世宝,浙江,浙江世宝股份有限公司,Zhejiang Shibao Company Limited,zjsb,中小板,20121102
002705.SZ,新宝股份,广东,广东新宝电器股份有限公司,"Guangdong Xinbao Electrical Appliances Holdings Co.,Ltd",xbgf,中小板,20140121
002706.SZ,良信股份,上海,上海良信电器股份有限公司,"Shanghai Liangxin Electrical Co.,LTD.",lxgf,中小板,20140121
002707.SZ,众信旅游,北京,众信旅游集团股份有限公司,"Utour Group Co., Ltd.",zxly,中小板,20140123
002708.SZ,光洋股份,江苏,常州光洋轴承股份有限公司,Changzhou Nrb Corporation,gygf,中小板,20140121
002709.SZ,天赐材料,广东,广州天赐高新材料股份有限公司,"Guangzhou Tinci Materials Technology Co., Ltd.",tccl,中小板,20140123
002712.SZ,思美传媒,浙江,思美传媒股份有限公司,"Simei Media Co.,Ltd.",smcm,中小板,20140123
002713.SZ,东易日盛,北京,东易日盛家居装饰集团股份有限公司,"Dong Yi Ri Sheng Home Decoration Group Co.,Ltd.",dyrs,中小板,20140219
002714.SZ,牧原股份,河南,牧原食品股份有限公司,"Muyuan Foods Co.,Ltd.",mygf,中小板,20140128
002715.SZ,登云股份,广东,怀集登云汽配股份有限公司,"Huaiji Dengyun Auto-Parts (Holding) Co.,Ltd.",dygf,中小板,20140219
002716.SZ,金贵银业,湖南,郴州市金贵银业股份有限公司,"Chenzhou City Jingui Silver Industry Co., Ltd",jgyy,中小板,20140128
002717.SZ,岭南股份,广东,岭南生态文旅股份有限公司,"Lingnan Eco&Culture-Tourism Co., Ltd.",lngf,中小板,20140219
002718.SZ,友邦吊顶,浙江,浙江友邦集成吊顶股份有限公司,"Zhejiang Youpon Integrated Ceiling Co., Ltd.",ybdd,中小板,20140128
002719.SZ,麦趣尔,新疆,麦趣尔集团股份有限公司,"Maiquer Group Co.,Ltd",mqe,中小板,20140128
002721.SZ,金一文化,北京,北京金一文化发展股份有限公司,"Beijing Kingee Culture Development Co.,Ltd.",jywh,中小板,20140127
002722.SZ,金轮股份,江苏,金轮蓝海股份有限公司,"Geron Co., Ltd.",jlgf,中小板,20140128
002723.SZ,金莱特,广东,广东金莱特电器股份有限公司,"Kennede Electronics Mfg. Co., Ltd",jlt,中小板,20140129
002724.SZ,海洋王,深圳,海洋王照明科技股份有限公司,"Ocean'S King Lighting Science & Technology Co., Ltd.",hyw,中小板,20141104
002725.SZ,跃岭股份,浙江,浙江跃岭股份有限公司,"Zhejiang Yueling Co.,Ltd",ylgf,中小板,20140129
002726.SZ,龙大美食,山东,山东龙大美食股份有限公司,"Shandong Longda Meishi Co.,Ltd.",ldms,中小板,20140626
002727.SZ,一心堂,云南,一心堂药业集团股份有限公司,"Yixintang Pharmaceutical Co., Ltd.",yxt,中小板,20140702
002728.SZ,特一药业,广东,特一药业集团股份有限公司,"Teyi Pharmaceutical Group Co.,Ltd",tyyy,中小板,20140731
002729.SZ,好利科技,福建,好利来(中国)电子科技股份有限公司,"Hollyland (China) Electronics Technology Corp.,Ltd.",hlkj,中小板,20140912
002730.SZ,电光科技,浙江,电光防爆科技股份有限公司,"Dianguang Explosion-Proof Technology Co., Ltd.",dgkj,中小板,20141009
002731.SZ,萃华珠宝,辽宁,沈阳萃华金银珠宝股份有限公司,"Shenyang Cuihua Gold and Silver Jewelry Co., Ltd.",chzb,中小板,20141104
002732.SZ,燕塘乳业,广东,广东燕塘乳业股份有限公司,"Guangdong Yantang Dairy Co.,Ltd.",ytry,中小板,20141205
002733.SZ,雄韬股份,深圳,深圳市雄韬电源科技股份有限公司,"Shenzhen Center Power Tech Co.,Ltd.",xtgf,中小板,20141203
002734.SZ,利民股份,江苏,利民控股集团股份有限公司,"Limin Group Co., Ltd.",lmgf,中小板,20150127
002735.SZ,王子新材,深圳,深圳王子新材料股份有限公司,"Shenzhen Prince New Materials Co.,Ltd.",wzxc,中小板,20141203
002736.SZ,国信证券,深圳,国信证券股份有限公司,"Guosen Securities Co.,Ltd.",gxzq,中小板,20141229
002737.SZ,葵花药业,黑龙江,葵花药业集团股份有限公司,"Sunflower Pharmaceutical Group Co.,Ltd",khyy,中小板,20141230
002738.SZ,中矿资源,北京,中矿资源集团股份有限公司,"Sinomine Resource Group Co., Ltd.",zkzy,中小板,20141230
002739.SZ,万达电影,北京,万达电影股份有限公司,"Wanda Film Holding Co., Ltd",wddy,中小板,20150122
002740.SZ,爱迪尔,福建,福建省爱迪尔珠宝实业股份有限公司,"Fujian Ideal Jewellery Industrial Co.,Ltd",ade,中小板,20150122
002741.SZ,光华科技,广东,广东光华科技股份有限公司,"Guangdong Guanghua Sci-Tech Co., Ltd",ghkj,中小板,20150216
002742.SZ,三圣股份,重庆,重庆三圣实业股份有限公司,"Chongqing Sansheng Industrial Co.,Ltd.",ssgf,中小板,20150217
002743.SZ,富煌钢构,安徽,安徽富煌钢构股份有限公司,"Anhui Fuhuang Steel Structure Co.,Ltd.",fhgg,中小板,20150217
002745.SZ,木林森,广东,木林森股份有限公司,"MLS Co.,Ltd.",mls,中小板,20150217
002746.SZ,仙坛股份,山东,山东仙坛股份有限公司,"Shandong Xiantan Co.,Ltd.",xtgf,中小板,20150216
002747.SZ,埃斯顿,江苏,南京埃斯顿自动化股份有限公司,"Estun Automation Co.,Ltd",asd,中小板,20150320
002748.SZ,世龙实业,江西,江西世龙实业股份有限公司,"Jiangxi Selon Industrial Co., Ltd",slsy,中小板,20150319
002749.SZ,国光股份,四川,四川国光农化股份有限公司,"Sichuan Guoguang Agrochemical Co., Ltd.",gggf,中小板,20150320
002750.SZ,龙津药业,云南,昆明龙津药业股份有限公司,"Kunming Longjin Pharmaceutical Co., Ltd.",ljyy,中小板,20150324
002751.SZ,易尚展示,深圳,深圳市易尚展示股份有限公司,"Shenzhen ESUN Display Co., Ltd.",yszs,中小板,20150424
002752.SZ,昇兴股份,福建,昇兴集团股份有限公司,Sunrise Group Company Limited,sxgf,中小板,20150422
002753.SZ,永东股份,山西,山西永东化工股份有限公司,"Shanxi Yongdong Chemistry Industry Co.,Ltd.",ydgf,中小板,20150519
002755.SZ,奥赛康,北京,北京奥赛康药业股份有限公司,"Beijing Aosaikang Pharmaceutical Co., Ltd.",ask,中小板,20150515
002756.SZ,永兴材料,浙江,永兴特种材料科技股份有限公司,"Yongxing Special Materials Technology Co.,Ltd",yxcl,中小板,20150515
002757.SZ,南兴股份,广东,南兴装备股份有限公司,"Nanxing Machinery Co., Ltd.",nxgf,中小板,20150527
002758.SZ,浙农股份,浙江,浙农集团股份有限公司,"Zjamp Group Co., Ltd.",zngf,中小板,20150527
002759.SZ,天际股份,广东,广东天际电器股份有限公司,"Guangdong Tonze Electric Co.,Ltd.",tjgf,中小板,20150528
002760.SZ,凤形股份,江西,凤形股份有限公司,"Fengxing Co., Ltd.",fxgf,中小板,20150611
002761.SZ,浙江建投,浙江,浙江省建设投资集团股份有限公司,"Zhejiang Construction Investment Group Co.,Ltd",zjjt,中小板,20150610
002762.SZ,金发拉比,广东,金发拉比妇婴童用品股份有限公司,"Jinfa Labi Maternity & Baby Articles Co., Ltd.",jflb,中小板,20150610
002763.SZ,汇洁股份,深圳,深圳汇洁集团股份有限公司,"Shenzhen Huijie Group Co., Ltd.",hjgf,中小板,20150610
002765.SZ,蓝黛科技,重庆,蓝黛科技集团股份有限公司,"Landai Technology Group Corp., Ltd.",ldkj,中小板,20150612
002766.SZ,*ST索菱,深圳,深圳市索菱实业股份有限公司,"Shenzhen Soling Industrial Co.,Ltd.",stsl,中小板,20150611
002767.SZ,先锋电子,浙江,杭州先锋电子技术股份有限公司,"Hangzhou Innover Technology Co., Ltd.",xfdz,中小板,20150612
002768.SZ,国恩股份,山东,青岛国恩科技股份有限公司,"Qingdao Gon Technology Co., Ltd.",gegf,中小板,20150630
002769.SZ,普路通,深圳,深圳市普路通供应链管理股份有限公司,"Shenzhen Prolto Supply Chain Management Co., Ltd.",plt,中小板,20150629
002770.SZ,*ST科迪,河南,河南科迪乳业股份有限公司,"Henan Kedi Dairy Co.,Ltd.",stkd,中小板,20150630
002771.SZ,真视通,北京,北京真视通科技股份有限公司,Beijing Transtrue Technology Inc.,zst,中小板,20150629
002772.SZ,众兴菌业,甘肃,天水众兴菌业科技股份有限公司,"Tianshui Zhongxing Bio-Technology Co.,Ltd.",zxjy,中小板,20150626
002773.SZ,康弘药业,四川,成都康弘药业集团股份有限公司,"Chengdu Kanghong Pharmaceutical Group Co., Ltd",khyy,中小板,20150626
002774.SZ,快意电梯,广东,快意电梯股份有限公司,"Ife Elevators Co.,Ltd.",kydt,中小板,20170324
002775.SZ,文科园林,深圳,深圳文科园林股份有限公司,"Shenzhen Wenke Landscape Co.,Ltd.",wkyl,中小板,20150629
002776.SZ,ST柏龙,广东,广东柏堡龙股份有限公司,"Guangdong Bobaolon Co.,Ltd.",stbl,中小板,20150626
002777.SZ,久远银海,四川,四川久远银海软件股份有限公司,"Sichuan Jiuyuan Yinhai Software Co.,Ltd",jyyh,中小板,20151231
002778.SZ,中晟高科,江苏,江苏中晟高科环境股份有限公司,"Jiangsu Zhongsheng Gaoke Environmental Co.,Ltd.",zsgk,中小板,20160106
002779.SZ,中坚科技,浙江,浙江中坚科技股份有限公司,"Zhejiang Zhongjian Technology Co ,.Ltd.",zjkj,中小板,20151209
002780.SZ,三夫户外,北京,北京三夫户外用品股份有限公司,"Beijing Sanfo Outdoor Products Co., Ltd",sfhw,中小板,20151209
002781.SZ,奇信股份,江西,江西奇信集团股份有限公司,"Jiangxi Qixin Group Co., Ltd.",qxgf,中小板,20151222
002782.SZ,可立克,深圳,深圳可立克科技股份有限公司,"Shenzhen Click Technology Co., Ltd.",klk,中小板,20151222
002783.SZ,凯龙股份,湖北,湖北凯龙化工集团股份有限公司,"Hubei Kailong Chemical Group Co.,Ltd",klgf,中小板,20151209
002785.SZ,万里石,福建,厦门万里石股份有限公司,"Xiamen Wanli Stone Stock Co.,Ltd",wls,中小板,20151223
002786.SZ,银宝山新,深圳,深圳市银宝山新科技股份有限公司,"Shenzhen Silver Basis Technology Co.,Ltd.",ybsx,中小板,20151223
002787.SZ,华源控股,江苏,苏州华源控股股份有限公司,"Suzhou Hycan Holdings Co., Ltd",hykg,中小板,20151231
002788.SZ,鹭燕医药,福建,鹭燕医药股份有限公司,"Luyan Pharma Co.,Ltd",lyyy,中小板,20160218
002789.SZ,建艺集团,深圳,深圳市建艺装饰集团股份有限公司,"Shenzhen Jianyi Decoration Group Co.,Ltd.",jyjt,中小板,20160311
002790.SZ,瑞尔特,福建,厦门瑞尔特卫浴科技股份有限公司,"Xiamen R&T Plumbing Technology Co., Ltd.",ret,中小板,20160308
002791.SZ,坚朗五金,广东,广东坚朗五金制品股份有限公司,"Guangdong Kinlong Hardware Products Co.,Ltd.",jlwj,中小板,20160329
002792.SZ,通宇通讯,广东,广东通宇通讯股份有限公司,Tongyu Communication Inc.,tytx,中小板,20160328
002793.SZ,罗欣药业,浙江,罗欣药业集团股份有限公司,"Luoxin Pharmaceuticals Group Stock Co., Ltd.",lxyy,中小板,20160415
002795.SZ,永和智控,浙江,永和流体智控股份有限公司,"Yorhe Fluid Intelligent Control Co., Ltd",yhzk,中小板,20160428
002796.SZ,世嘉科技,江苏,苏州市世嘉科技股份有限公司,Suzhou Shijia Science & Technology Inc.,sjkj,中小板,20160510
002797.SZ,第一创业,深圳,第一创业证券股份有限公司,"First Capital Securities Co.,Ltd",dycy,中小板,20160511
002798.SZ,帝欧家居,四川,帝欧家居集团股份有限公司,"D&O Home Collection Group Co.,Ltd",dojj,中小板,20160525
002799.SZ,环球印务,陕西,西安环球印务股份有限公司,"Xi'An Global Printing Co., Ltd",hqyw,中小板,20160608
002800.SZ,天顺股份,新疆,新疆天顺供应链股份有限公司,"Xinjiang Tianshun Supply Chain Co.,Ltd.",tsgf,中小板,20160530
002801.SZ,微光股份,浙江,杭州微光电子股份有限公司,"Hangzhou Weiguang Electronic Co.,Ltd.",wggf,中小板,20160622
002802.SZ,洪汇新材,江苏,无锡洪汇新材料科技股份有限公司,"Wuxi Honghui New Materials Technology Co.,Ltd.",hhxc,中小板,20160629
002803.SZ,吉宏股份,福建,厦门吉宏科技股份有限公司,"Xiamen Jihong Technology Co.,Ltd",jhgf,中小板,20160712
002805.SZ,丰元股份,山东,山东丰元化学股份有限公司,"Shandong Fengyuan Chemical Co.,Ltd.",fygf,中小板,20160707
002806.SZ,华锋股份,广东,广东华锋新能源科技股份有限公司,"Guangdong Huafeng New Energy Technology Co.,Ltd.",hfgf,中小板,20160726
002807.SZ,江阴银行,江苏,江苏江阴农村商业银行股份有限公司,"Jiangsu Jiangyin Rural Commercial Bank Co.,Ltd.",jyyh,中小板,20160902
002808.SZ,恒久科技,江苏,苏州恒久光电科技股份有限公司,Suzhou Goldengreen Technologies Ltd.,hjkj,中小板,20160812
002809.SZ,红墙股份,广东,广东红墙新材料股份有限公司,"Guangdong Redwall New Materials Co., Ltd.",hqgf,中小板,20160823
002810.SZ,山东赫达,山东,山东赫达集团股份有限公司,"Shandong Head Group Co.,Ltd.",sdhd,中小板,20160826
002811.SZ,郑中设计,深圳,深圳市郑中设计股份有限公司,"Shenzhen Cheng Chung Design Co.,Ltd.",zzsj,中小板,20160908
002812.SZ,恩捷股份,云南,云南恩捷新材料股份有限公司,"Yunnan Energy New Material Co.,Ltd.",ejgf,中小板,20160914
002813.SZ,路畅科技,深圳,深圳市路畅科技股份有限公司,"Shenzhen Roadrover Technology Co., Ltd",lckj,中小板,20161012
002815.SZ,崇达技术,深圳,崇达技术股份有限公司,"Suntak Technology Co., Ltd.",cdjs,中小板,20161012
002816.SZ,和科达,深圳,深圳市和科达精密清洗设备股份有限公司,"Shenzhen Hekeda Precision Cleaning Equipment Co., Ltd.",hkd,中小板,20161025
002817.SZ,黄山胶囊,安徽,安徽黄山胶囊股份有限公司,"Anhui Huangshan Capsule Co.,Ltd.",hsjn,中小板,20161025
002818.SZ,富森美,四川,成都富森美家居股份有限公司,"Chengdu Fusen Noble-House Industrial Co.,Ltd.",fsm,中小板,20161109
002819.SZ,东方中科,北京,北京东方中科集成科技股份有限公司,"Beijing Oriental Jicheng  Co., Ltd.",dfzk,中小板,20161111
002820.SZ,桂发祥,天津,天津桂发祥十八街麻花食品股份有限公司,"Tianjin Guifaxiang 18th Street Mahua Food Co., Ltd.",gfx,中小板,20161118
002821.SZ,凯莱英,天津,凯莱英医药集团(天津)股份有限公司,"Asymchem Laboratories (Tianjin) Co., Ltd.",kly,中小板,20161118
002822.SZ,中装建设,深圳,深圳市中装建设集团股份有限公司,"Shenzhen Zhongzhuang Construction Group Co.,Ltd.",zzjs,中小板,20161129
002823.SZ,凯中精密,深圳,深圳市凯中精密技术股份有限公司,"Shenzhen Kaizhong Precision Technology Co.,Ltd.",kzjm,中小板,20161124
002824.SZ,和胜股份,广东,广东和胜工业铝材股份有限公司,"Guangdong Hoshion Industrial Aluminium Co., Ltd.",hsgf,中小板,20170112
002825.SZ,纳尔股份,上海,上海纳尔实业股份有限公司,"Shanghai Nar Industrial Co., Ltd.",negf,中小板,20161129
002826.SZ,易明医药,西藏,西藏易明西雅医药科技股份有限公司,Tibet Aim Pharm. Inc.,ymyy,中小板,20161209
002827.SZ,高争民爆,西藏,西藏高争民爆股份有限公司,"Tibet Gaozheng Explosive Co., Ltd.",gzmb,中小板,20161209
